ukprn,provider_name,academic_year,country,region,surplus_vs_income,staff_vs_income,unrestricted_vs_income,net_liquidity_days,external_borrowing_vs_income,current_ratio,debt_service_ratio,avg_salary,academic_salary,vc_avg_salary,vc_avg_remunerate,data_source
10023464,Trinity College Bristol,2023/24,England,South West,-9.8,55.3,490.4,-22,46.5,0.3,0.0,,,,,HESA table-14
10023464,Trinity College Bristol,2024/25,England,South West,25.3,40.2,357.8,74,24.8,2.3,3.0,,,,,HESA table-14
10023777,Mont Rose College of Management and Sciences Limited,2019/20,England,London,30.0,29.5,106.7,383,0.0,4.8,,,,,,HESA table-14
10023777,Mont Rose College of Management and Sciences Limited,2020/21,England,London,20.9,32.9,122.6,451,0.0,5.1,0.0,,,,,HESA table-14
10023777,Mont Rose College of Management and Sciences Limited,2021/22,England,London,29.5,30.9,130.6,74,22.6,3.7,-407.2,,,,,HESA table-14
10023777,Mont Rose College of Management and Sciences Limited,2022/23,England,London,24.0,36.9,150.5,89,8.9,6.7,1.3,,,,,HESA table-14
10023777,Mont Rose College of Management and Sciences Limited,2023/24,England,London,19.6,43.6,170.7,56,0.0,10.9,0.5,,,,,HESA table-14
10023777,Mont Rose College of Management and Sciences Limited,2024/25,England,London,17.6,42.1,159.1,116,0.0,22.6,313.8,,,,,HESA table-14
10023871,Results Consortium Limited,2019/20,England,London,10.2,43.6,11.0,29,0.0,2.0,,,,,,HESA table-14
10023871,Results Consortium Limited,2020/21,England,London,4.5,40.0,8.6,54,5.2,2.4,0.0,,,,,HESA table-14
10023871,Results Consortium Limited,2021/22,England,London,4.0,53.1,8.5,31,2.8,2.1,-0.3,,,,,HESA table-14
10023871,Results Consortium Limited,2022/23,England,London,16.2,32.8,17.7,112,1.2,1.6,58.6,,,,,HESA table-14
10023871,Results Consortium Limited,2023/24,England,London,18.2,36.6,21.3,162,0.4,1.4,114.1,,,,,HESA table-14
10023871,Results Consortium Limited,2024/25,England,London,21.8,27.2,24.8,208,0.1,1.5,234.9,,,,,HESA table-14
10024024,Central Film School,2019/20,England,London,-33.7,44.4,-321.4,181,0.0,1.5,,,,,,HESA table-14
10024024,Central Film School,2020/21,England,London,-30.4,53.2,-398.5,21,0.7,1.2,0.0,,,,,HESA table-14
10024024,Central Film School,2021/22,England,London,-17.2,45.6,-432.6,37,27.0,1.4,-30.7,,,,,HESA table-14
10024024,Central Film School,2022/23,England,London,-11.1,39.6,-329.8,26,19.6,1.2,2.2,,,,,HESA table-14
10024024,Central Film School,2023/24,England,London,16.5,34.3,-220.4,63,14.1,1.4,28.6,,,,,HESA table-14
10024024,Central Film School,2024/25,England,London,19.8,31.5,-171.5,106,12.2,1.3,39.1,,,,,HESA table-14
10025197,University Centre Quayside Limited,2019/20,England,North East,2.6,69.6,114.7,265,0.0,32.8,,,,,,HESA table-14
10025197,University Centre Quayside Limited,2020/21,England,North East,-8.1,80.8,103.3,260,0.0,5.2,0.0,,,,,HESA table-14
10025197,University Centre Quayside Limited,2021/22,England,North East,2.9,57.4,79.3,207,0.0,8.6,0.0,,,,,HESA table-14
10025197,University Centre Quayside Limited,2022/23,England,North East,5.4,60.5,69.4,187,0.0,17.7,0.0,,,,,HESA table-14
10025197,University Centre Quayside Limited,2023/24,England,North East,6.3,54.2,58.3,99,0.0,9.1,0.0,,,,,HESA table-14
10025197,University Centre Quayside Limited,2024/25,England,North East,6.9,53.2,55.0,53,0.0,7.0,0.0,,,,,HESA table-14
10026767,Dartington Hall Trust (The),2020/21,England,South West,-18.7,54.1,156.3,95,6.2,1.4,-2.2,,,,,HESA table-14
10026767,Dartington Hall Trust (The),2021/22,England,South West,-12.0,53.1,276.9,256,24.3,2.9,-45.2,,,,,HESA table-14
10026767,Dartington Hall Trust (The),2022/23,England,South West,-30.4,54.9,202.8,97,19.9,1.8,-19.7,,,,,HESA table-14
10026921,Christ the Redeemer College,2018/19,England,London,12.2,20.7,369.4,178,172.4,0.8,,,,,,HESA table-14
10026921,Christ the Redeemer College,2019/20,England,London,21.3,17.5,288.7,210,110.1,1.8,,,,,,HESA table-14
10026921,Christ the Redeemer College,2020/21,England,London,32.2,20.8,209.9,236,72.8,4.5,7.7,,,,,HESA table-14
10026921,Christ the Redeemer College,2021/22,England,London,30.8,28.8,230.0,334,66.7,6.8,38.8,,,,,HESA table-14
10026921,Christ the Redeemer College,2022/23,England,London,22.9,29.4,163.2,272,39.5,6.9,72.9,,,,,HESA table-14
10026921,Christ the Redeemer College,2023/24,England,London,10.3,39.6,149.5,208,33.3,9.5,9.6,,,,,HESA table-14
10026921,Christ the Redeemer College,2024/25,England,London,9.3,39.0,120.1,195,24.2,7.3,18.1,,,,,HESA table-14
10027603,International College of Musical Theatre,2023/24,England,London,-30.9,48.8,-46.1,69,23.0,0.7,-1.1,,,,,HESA table-14
10027603,International College of Musical Theatre,2024/25,England,London,9.1,39.9,-18.1,64,10.5,0.8,7.9,,,,,HESA table-14
10028216,Brit College,2019/20,England,London,6.0,43.5,23.2,132,0.0,7.0,,,,,,HESA table-14
10028216,Brit College,2020/21,England,London,6.0,32.3,70.9,121,71.9,1.1,-16.2,,,,,HESA table-14
10028216,Brit College,2021/22,England,London,5.1,32.5,94.0,36,98.7,3.3,-0.3,,,,,HESA table-14
10028216,Brit College,2022/23,England,London,9.0,28.6,22.5,219,19.3,3.3,32.8,,,,,HESA table-14
10028216,Brit College,2023/24,England,London,4.3,28.7,6.1,73,12.0,1.6,-1.9,,,,,HESA table-14
10029147,London School of Jewish Studies,2023/24,England,London,-4.9,45.2,62.2,183,0.0,1.3,0.0,,,,,HESA table-14
10029147,London School of Jewish Studies,2024/25,England,London,1.6,39.5,62.6,174,0.0,1.5,0.0,,,,,HESA table-14
10029682,The Islamic College,2020/21,England,London,5.4,55.3,1405.0,66,0.0,4.5,226.0,,,,,HESA table-14
10029682,The Islamic College,2021/22,England,London,5.0,59.3,1251.2,27,0.0,9.5,8.0,,,,,HESA table-14
10029682,The Islamic College,2022/23,England,London,-8.4,69.3,1386.5,30,0.0,6.6,178.0,,,,,HESA table-14
10029682,The Islamic College,2023/24,England,London,2.7,58.9,1306.5,39,0.0,4.2,136.0,,,,,HESA table-14
10029682,The Islamic College,2024/25,England,London,2.4,58.5,1301.5,28,0.0,3.7,141.0,,,,,HESA table-14
10029843,Waltham International College Limited,2020/21,England,London,11.7,54.2,18.9,96,0.0,3.2,0.0,,,,,HESA table-14
10029843,Waltham International College Limited,2021/22,England,London,16.5,39.5,23.0,173,0.0,2.2,0.0,,,,,HESA table-14
10029843,Waltham International College Limited,2022/23,England,London,13.7,33.2,28.6,133,0.0,2.0,0.0,,,,,HESA table-14
10029843,Waltham International College Limited,2023/24,England,London,13.8,31.6,38.3,194,0.0,2.8,0.0,,,,,HESA table-14
10029843,Waltham International College Limited,2024/25,England,London,12.5,36.8,60.6,159,0.0,7.0,0.0,,,,,HESA table-14
10030129,Nelson College London Ltd,2018/19,England,London,15.9,42.3,123.0,164,21.6,6.8,,,,,,HESA table-14
10030129,Nelson College London Ltd,2019/20,England,London,22.2,23.0,106.9,248,15.6,3.4,,,,,,HESA table-14
10030129,Nelson College London Ltd,2020/21,England,London,28.8,20.3,109.0,202,9.0,4.1,6.2,,,,,HESA table-14
10030129,Nelson College London Ltd,2021/22,England,London,21.4,21.4,116.1,113,35.9,5.1,1.0,,,,,HESA table-14
10030129,Nelson College London Ltd,2022/23,England,London,11.8,19.7,108.2,104,29.6,7.1,3.0,,,,,HESA table-14
10030129,Nelson College London Ltd,2023/24,England,London,6.0,19.9,89.3,71,23.0,4.3,3.5,,,,,HESA table-14
10030129,Nelson College London Ltd,2024/25,England,London,12.9,20.1,93.0,96,20.3,9.6,4.7,,,,,HESA table-14
10030391,London Churchill College Ltd,2021/22,England,London,-56.0,108.8,606.8,629,100.0,11.4,-8.1,,,,,HESA table-14
10030391,London Churchill College Ltd,2022/23,England,London,-60.4,88.9,382.8,217,68.4,4.9,-9.5,,,,,HESA table-14
10030391,London Churchill College Ltd,2023/24,England,London,21.6,44.6,128.8,267,18.8,3.8,15.3,,,,,HESA table-14
10030391,London Churchill College Ltd,2024/25,England,London,26.8,41.8,100.9,338,5.8,3.0,5.4,,,,,HESA table-14
10030497,Anglo Skills College,2022/23,England,East Midlands,2.3,40.2,31.0,271,27.6,4.5,0.3,,,,,HESA table-14
10030497,Anglo Skills College,2023/24,England,East Midlands,5.8,35.9,32.0,274,16.5,2.6,4.0,,,,,HESA table-14
10030497,Anglo Skills College,2024/25,England,East Midlands,16.0,25.3,19.0,286,12.9,1.5,17.0,,,,,HESA table-14
10030776,St Mellitus College,2018/19,England,London,2.3,23.5,2.8,38,1.9,5.7,,,,,,HESA table-14
10030776,St Mellitus College,2019/20,England,London,8.1,25.3,12.4,70,1.6,5.4,,,,,,HESA table-14
10030776,St Mellitus College,2020/21,England,London,11.9,25.9,25.8,132,1.6,4.0,0.0,,,,,HESA table-14
10030776,St Mellitus College,2021/22,England,London,1.3,24.8,30.1,122,0.0,5.6,-0.4,,,,,HESA table-14
10030776,St Mellitus College,2022/23,England,London,-5.0,28.5,30.0,102,0.0,7.6,0.0,,,,,HESA table-14
10030776,St Mellitus College,2023/24,England,London,-3.5,25.2,20.2,114,0.0,2.2,0.0,,,,,HESA table-14
10030776,St Mellitus College,2024/25,England,London,0.9,20.9,18.0,90,0.0,2.4,0.0,,,,,HESA table-14
10031239,LMA,2022/23,England,North West,9.5,23.4,14.7,159,89.5,1.4,11.7,,,,,HESA table-14
10031239,LMA,2023/24,England,North West,-27.2,24.1,-12.7,140,73.8,1.0,10.9,,,,,HESA table-14
10031239,LMA,2024/25,England,North West,8.0,21.1,-1.6,169,42.4,0.9,5.9,,,,,HESA table-14
10031982,BPP University,2019/20,England,London,8.2,41.8,65.3,67,0.0,2.6,,,,,,HESA table-14
10031982,BPP University,2020/21,England,London,20.4,38.5,76.1,94,0.0,2.8,1984.7,,,,,HESA table-14
10031982,BPP University,2021/22,England,London,25.0,35.7,64.5,40,0.0,2.5,14945.0,,,,,HESA table-14
10031982,BPP University,2022/23,England,London,24.2,32.6,72.6,132,0.0,1.9,0.0,,,,,HESA table-14
10031982,BPP University,2023/24,England,London,28.1,27.9,62.6,112,0.0,1.8,0.0,,,,,HESA table-14
10031982,BPP University,2024/25,England,London,32.7,28.0,64.6,72,0.0,2.3,0.0,,,,,HESA table-14
10032036,Amity University [IN] London,2018/19,England,London,31.5,30.5,54.9,228,0.0,1.6,,,,,,HESA table-14
10032036,Amity University [IN] London,2019/20,England,London,64.6,14.7,76.7,94,0.0,2.1,,,,,,HESA table-14
10032036,Amity University [IN] London,2020/21,England,London,4.9,38.3,190.5,127,0.0,1.9,0.0,,,,,HESA table-14
10032036,Amity University [IN] London,2021/22,England,London,3.6,34.3,171.1,64,194.8,1.9,-3.8,,,,,HESA table-14
10032036,Amity University [IN] London,2022/23,England,London,20.7,16.7,95.4,5,89.0,1.9,-5.2,,,,,HESA table-14
10032036,Amity University [IN] London,2023/24,England,London,15.0,19.9,103.6,46,111.8,1.9,6.6,,,,,HESA table-14
10032036,Amity University [IN] London,2024/25,England,London,7.8,13.8,85.2,59,85.8,1.9,12.0,,,,,HESA table-14
10032072,The Cambridge Theological Federation,2019/20,England,East of England,0.0,21.2,171.7,112,0.0,6.3,,,,,,HESA table-14
10032072,The Cambridge Theological Federation,2020/21,England,East of England,0.5,20.7,160.0,145,0.0,2.6,0.0,,,,,HESA table-14
10032072,The Cambridge Theological Federation,2021/22,England,East of England,-0.8,24.1,186.8,125,0.0,8.0,0.0,,,,,HESA table-14
10032072,The Cambridge Theological Federation,2022/23,England,East of England,-3.5,19.6,156.8,120,0.0,4.2,0.0,,,,,HESA table-14
10032072,The Cambridge Theological Federation,2023/24,England,East of England,-7.5,24.1,199.0,108,0.0,5.4,0.0,,,,,HESA table-14
10032072,The Cambridge Theological Federation,2024/25,England,East of England,15.1,19.2,131.5,151,0.0,5.4,0.0,,,,,HESA table-14
10032277,The Minster Centre,2019/20,England,London,-0.5,64.4,33.9,179,0.0,1.6,,,,,,HESA table-14
10032277,The Minster Centre,2020/21,England,London,-2.0,67.4,30.7,186,0.0,1.5,0.0,,,,,HESA table-14
10032277,The Minster Centre,2021/22,England,London,0.9,70.9,19.7,95,0.0,2.5,0.0,,,,,HESA table-14
10032277,The Minster Centre,2022/23,England,London,-2.7,71.6,27.0,122,0.0,2.8,0.0,,,,,HESA table-14
10032277,The Minster Centre,2023/24,England,London,-5.3,73.6,20.1,93,0.0,2.3,0.0,,,,,HESA table-14
10032277,The Minster Centre,2024/25,England,London,0.2,65.0,18.6,84,0.0,2.3,0.0,,,,,HESA table-14
10032282,The Queen's Foundation for Ecumenical Theological Education,2019/20,England,West Midlands,5.0,52.5,151.3,55,0.2,1.5,,,,,,HESA table-14
10032282,The Queen's Foundation for Ecumenical Theological Education,2020/21,England,West Midlands,2.5,53.5,170.6,57,0.0,3.3,0.0,,,,,HESA table-14
10032282,The Queen's Foundation for Ecumenical Theological Education,2021/22,England,West Midlands,-5.1,54.4,213.6,35,0.0,4.4,0.0,,,,,HESA table-14
10032282,The Queen's Foundation for Ecumenical Theological Education,2022/23,England,West Midlands,-10.6,53.2,181.1,40,0.0,3.0,0.0,,,,,HESA table-14
10032282,The Queen's Foundation for Ecumenical Theological Education,2023/24,England,West Midlands,-16.1,60.5,164.4,78,0.0,4.2,0.0,,,,,HESA table-14
10032282,The Queen's Foundation for Ecumenical Theological Education,2024/25,England,West Midlands,-16.3,59.8,145.6,85,0.0,3.8,0.0,,,,,HESA table-14
10032288,West Dean College,2019/20,England,South East,-3.6,43.3,733.4,145,23.1,1.5,,,,,,HESA table-14
10032288,West Dean College,2020/21,England,South East,-34.3,65.0,1779.9,372,106.8,2.8,-11.8,,,,,HESA table-14
10032288,West Dean College,2021/22,England,South East,-28.1,58.8,1848.1,344,103.1,1.5,1.9,,,,,HESA table-14
10032288,West Dean College,2022/23,England,South East,-22.2,52.7,1093.8,127,59.6,1.1,-3.4,,,,,HESA table-14
10032288,West Dean College,2023/24,England,South East,-21.8,53.7,985.7,52,52.6,0.9,-6.6,,,,,HESA table-14
10032288,West Dean College,2024/25,England,South East,-31.9,56.8,1005.3,187,52.7,1.9,-5.7,,,,,HESA table-14
10032295,Emmanuel Theological College,2024/25,England,North West,20.8,42.8,15.4,81,0.0,10.9,0.6,,,,,HESA table-14
10032594,London School of Academics Ltd,2018/19,England,London,31.5,24.1,64.9,358,0.0,7.1,,,,,,HESA table-14
10032594,London School of Academics Ltd,2019/20,England,London,36.2,22.8,59.8,385,0.0,4.7,,,,,,HESA table-14
10032594,London School of Academics Ltd,2020/21,England,London,47.3,23.0,71.3,543,0.0,5.7,0.0,,,,,HESA table-14
10032594,London School of Academics Ltd,2021/22,England,London,47.4,23.0,76.8,539,0.0,6.4,0.0,,,,,HESA table-14
10032594,London School of Academics Ltd,2022/23,England,London,13.4,42.2,66.9,260,0.0,8.0,0.0,,,,,HESA table-14
10032594,London School of Academics Ltd,2023/24,England,London,25.2,33.3,51.8,238,0.0,4.9,0.0,,,,,HESA table-14
10032594,London School of Academics Ltd,2024/25,England,London,6.0,41.4,37.8,77,0.0,6.1,0.0,,,,,HESA table-14
10033187,Fairfield School of Business Ltd,2022/23,England,London,5.6,32.1,66.9,80,0.0,5.4,0.0,,,,,HESA table-14
10033187,Fairfield School of Business Ltd,2024/25,England,London,5.6,32.3,40.1,93,0.0,4.3,0.0,,,,,HESA table-14
10034324,Court Theatre Training Company Ltd,2019/20,England,London,4.6,21.8,18.1,-36,9.3,3.0,,,,,,HESA table-14
10034324,Court Theatre Training Company Ltd,2020/21,England,London,5.1,21.7,19.8,85,33.9,4.4,29.0,,,,,HESA table-14
10034324,Court Theatre Training Company Ltd,2021/22,England,London,7.7,29.5,27.1,123,30.5,4.3,8.3,,,,,HESA table-14
10034324,Court Theatre Training Company Ltd,2022/23,England,London,3.2,28.6,33.6,105,25.6,3.9,0.0,,,,,HESA table-14
10034324,Court Theatre Training Company Ltd,2023/24,England,London,0.8,24.7,20.9,18,11.3,2.5,1.2,,,,,HESA table-14
10034324,Court Theatre Training Company Ltd,2024/25,England,London,1.2,23.5,23.0,-21,8.0,2.2,-0.1,,,,,HESA table-14
10034449,Leeds Conservatoire,2018/19,England,Yorkshire and The Humber,-15.9,72.2,16.6,0,18.0,0.5,,,,,,HESA table-14
10034449,Leeds Conservatoire,2019/20,England,Yorkshire and The Humber,-12.6,71.0,-60.3,0,15.5,0.7,,,,,,HESA table-14
10034449,Leeds Conservatoire,2020/21,England,Yorkshire and The Humber,-5.3,63.9,-36.8,0,12.5,1.7,2.3,,,,,HESA table-14
10034449,Leeds Conservatoire,2021/22,England,Yorkshire and The Humber,-13.6,67.0,46.1,0,10.8,2.9,1.9,,,,,HESA table-14
10034449,Leeds Conservatoire,2022/23,England,Yorkshire and The Humber,-9.0,58.2,67.3,0,9.0,1.6,2.6,,,,,HESA table-14
10034449,Leeds Conservatoire,2023/24,England,Yorkshire and The Humber,-3.4,51.8,68.2,0,7.9,1.7,2.8,,,,,HESA table-14
10034449,Leeds Conservatoire,2024/25,England,Yorkshire and The Humber,-1.8,37.5,63.1,0,5.7,0.6,2.1,,,,,HESA table-14
10035638,Institute of Contemporary Music Performance,2018/19,England,London,3.4,53.2,13.1,55,11.7,1.3,,,,,,HESA table-14
10035638,Institute of Contemporary Music Performance,2019/20,England,London,9.1,52.6,15.7,158,27.5,2.2,,,,,,HESA table-14
10035638,Institute of Contemporary Music Performance,2020/21,England,London,-2.3,55.5,8.8,119,33.2,1.6,3.4,,,,,HESA table-14
10035638,Institute of Contemporary Music Performance,2021/22,England,London,1.0,57.3,7.2,137,26.8,1.5,6.0,,,,,HESA table-14
10035638,Institute of Contemporary Music Performance,2023/24,England,London,-4.4,57.1,0.1,88,14.9,1.0,3.0,,,,,HESA table-14
10035638,Institute of Contemporary Music Performance,2024/25,England,London,5.7,49.6,-10.4,93,9.1,0.9,-0.9,,,,,HESA table-14
10036456,Academy of Live Technology Ltd,2020/21,England,Yorkshire and The Humber,7.3,45.7,21.7,22,0.0,0.6,0.0,,,,,HESA table-14
10036456,Academy of Live Technology Ltd,2021/22,England,Yorkshire and The Humber,2.1,50.6,21.2,30,93.9,0.3,0.0,,,,,HESA table-14
10036456,Academy of Live Technology Ltd,2022/23,England,Yorkshire and The Humber,5.9,50.0,24.7,71,193.9,0.2,0.0,,,,,HESA table-14
10036456,Academy of Live Technology Ltd,2023/24,England,Yorkshire and The Humber,11.4,40.0,29.2,42,141.4,0.2,0.0,,,,,HESA table-14
10036456,Academy of Live Technology Ltd,2024/25,England,Yorkshire and The Humber,17.0,40.3,42.7,52,113.9,0.2,0.0,,,,,HESA table-14
10037449,University of St Mark and St John,2015/16,England,South West,2.2,49.1,74.4,150,47.6,2.6,,,,,,HESA table-14
10037449,University of St Mark and St John,2016/17,England,South West,-5.4,51.4,75.8,138,43.0,1.7,,29.29,,5.941,4.864,HESA table-14
10037449,University of St Mark and St John,2017/18,England,South West,5.0,41.1,88.6,108,39.6,2.0,,29.037,38.79,6.13,5.667,HESA table-14
10037449,University of St Mark and St John,2018/19,England,South West,2.3,40.8,84.5,103,35.2,2.7,,30.518,42.679,5.439,5.22,HESA table-14
10037449,University of St Mark and St John,2019/20,England,South West,-5.5,49.4,62.4,124,33.7,3.4,,32.16,50.459,5.784,5.447,HESA table-14
10037449,University of St Mark and St John,2020/21,England,South West,0.5,48.2,65.3,122,28.4,3.8,3.2,33.047,44.981,5.84,5.678,HESA table-14
10037449,University of St Mark and St John,2021/22,England,South West,-3.3,51.5,117.7,95,25.4,3.4,0.5,32.409,45.126,6.85,6.141,HESA table-14
10037449,University of St Mark and St John,2022/23,England,South West,-8.3,53.5,127.0,71,25.7,2.2,1.0,34.696,47.287,5.735,5.574,HESA table-14
10037449,University of St Mark and St John,2023/24,England,South West,-9.3,53.8,120.2,83,24.1,1.9,0.5,,,,,HESA table-14
10037449,University of St Mark and St John,2024/25,England,South West,7.1,35.8,91.2,57,16.1,1.4,3.8,,,,,HESA table-14
10037544,BIMM University,2019/20,England,South East,28.6,22.6,129.6,130,0.0,2.0,,,,,,HESA table-14
10037544,BIMM University,2020/21,England,South East,28.1,25.4,135.3,141,0.0,2.2,169.0,,,,,HESA table-14
10037544,BIMM University,2021/22,England,South East,27.3,26.7,134.6,98,0.0,2.3,52.9,,,,,HESA table-14
10037544,BIMM University,2022/23,England,South East,27.1,27.0,143.0,26,0.0,2.7,84.2,,,,,HESA table-14
10037544,BIMM University,2023/24,England,South East,25.2,28.1,160.5,58,0.0,3.3,268.8,,,,,HESA table-14
10037544,BIMM University,2024/25,England,South East,37.2,20.4,201.0,35,0.0,3.7,-16.0,,,,,HESA table-14
10038772,British Academy of Jewellery Limited,2019/20,England,London,5.3,59.5,0.0,11,4.1,4.5,,,,,,HESA table-14
10038772,British Academy of Jewellery Limited,2020/21,England,London,4.8,64.3,0.0,8,2.8,2.8,2.1,,,,,HESA table-14
10038772,British Academy of Jewellery Limited,2021/22,England,London,7.0,52.5,0.0,25,0.0,3.2,4.0,,,,,HESA table-14
10038772,British Academy of Jewellery Limited,2022/23,England,London,11.5,36.0,0.0,52,1.8,1.4,-18.8,,,,,HESA table-14
10038772,British Academy of Jewellery Limited,2023/24,England,London,13.3,23.2,0.0,57,0.6,1.4,14.4,,,,,HESA table-14
10039082,City and Guilds of London Art School,2019/20,England,London,-4.7,58.6,4.4,49,0.0,0.8,,,,,,HESA table-14
10039082,City and Guilds of London Art School,2020/21,England,London,8.8,51.2,1.1,105,0.0,1.0,0.0,,,,,HESA table-14
10039082,City and Guilds of London Art School,2021/22,England,London,-5.2,59.7,0.8,131,8.0,1.1,-0.1,,,,,HESA table-14
10039082,City and Guilds of London Art School,2022/23,England,London,-5.0,61.4,1.0,142,5.8,0.9,8.4,,,,,HESA table-14
10039082,City and Guilds of London Art School,2023/24,England,London,3.4,54.2,2.1,113,3.8,0.8,0.0,,,,,HESA table-14
10039082,City and Guilds of London Art School,2024/25,England,London,1.2,43.7,1.6,102,2.6,0.9,-1.1,,,,,HESA table-14
10039956,The University of Law,2019/20,England,London,7.8,42.6,62.2,54,2.0,0.9,,,,,,HESA table-14
10039956,The University of Law,2020/21,England,London,13.6,39.6,26.5,62,66.3,0.4,3.8,,,,,HESA table-14
10039956,The University of Law,2021/22,England,London,16.4,38.7,26.1,44,28.1,1.7,10.5,,,,,HESA table-14
10039956,The University of Law,2022/23,England,London,-5.1,46.2,37.3,14,36.0,1.6,-0.3,,,,,HESA table-14
10039956,The University of Law,2023/24,England,London,1.0,49.7,39.1,12,32.0,1.6,2.0,,,,,HESA table-14
10039956,The University of Law,2024/25,England,London,2.4,45.1,38.0,33,35.3,1.6,4.5,,,,,HESA table-14
10040812,Harper Adams University,2015/16,England,West Midlands,5.0,50.9,131.8,203,37.3,2.2,,,,,,HESA table-14
10040812,Harper Adams University,2016/17,England,West Midlands,3.3,52.0,133.7,140,31.7,1.9,,33.764,,5.331,5.095,HESA table-14
10040812,Harper Adams University,2017/18,England,West Midlands,1.0,56.1,152.1,119,30.4,2.0,,34.169,52.482,5.502,5.104,HESA table-14
10040812,Harper Adams University,2018/19,England,West Midlands,2.4,54.0,122.3,139,25.7,2.5,,37.139,53.732,5.17,4.665,HESA table-14
10040812,Harper Adams University,2019/20,England,West Midlands,-2.8,61.3,110.3,120,27.9,2.1,,37.892,54.739,5.173,4.682,HESA table-14
10040812,Harper Adams University,2020/21,England,West Midlands,0.4,60.5,110.7,159,30.0,2.1,4.8,38.108,56.024,4.776,4.657,HESA table-14
10040812,Harper Adams University,2021/22,England,West Midlands,-1.8,57.6,146.8,281,55.7,4.9,0.5,38.348,52.73,5.685,5.031,HESA table-14
10040812,Harper Adams University,2022/23,England,West Midlands,3.0,54.6,159.4,294,48.4,4.5,8.7,45.303,56.144,5.276,4.532,HESA table-14
10040812,Harper Adams University,2023/24,England,West Midlands,1.2,54.3,147.1,277,44.4,4.3,6.2,,,,,HESA table-14
10040812,Harper Adams University,2024/25,England,West Midlands,-1.2,57.9,137.6,228,41.9,4.7,-0.1,,,,,HESA table-14
10041898,Apex College,2019/20,England,London,7.0,57.8,39.1,162,0.0,12.5,,,,,,HESA table-14
10041898,Apex College,2020/21,England,London,6.2,52.5,28.3,220,0.0,2.0,0.0,,,,,HESA table-14
10041898,Apex College,2021/22,England,London,6.5,40.2,21.2,90,0.0,8.4,0.0,,,,,HESA table-14
10041898,Apex College,2022/23,England,London,29.2,30.7,32.9,200,0.0,5.9,0.0,,,,,HESA table-14
10041898,Apex College,2023/24,England,London,19.1,40.6,38.2,190,0.0,7.8,0.0,,,,,HESA table-14
10041898,Apex College,2024/25,England,London,25.8,40.8,48.0,267,0.0,7.2,0.0,,,,,HESA table-14
10042500,Global Banking School Limited,2018/19,England,London,12.6,23.2,9.9,31,2.8,1.3,,,,,,HESA table-14
10042500,Global Banking School Limited,2019/20,England,London,18.4,17.1,17.5,62,0.0,1.3,,,,,,HESA table-14
10042500,Global Banking School Limited,2020/21,England,London,17.8,17.3,20.2,66,0.0,2.6,2448.0,,,,,HESA table-14
10042500,Global Banking School Limited,2021/22,England,London,19.8,21.3,19.9,5,3.0,1.4,-112.0,,,,,HESA table-14
10042500,Global Banking School Limited,2022/23,England,London,22.2,21.1,24.5,42,0.8,1.9,345.0,,,,,HESA table-14
10042500,Global Banking School Limited,2023/24,England,London,26.3,25.2,27.4,48,7.0,1.9,0.0,,,,,HESA table-14
10042500,Global Banking School Limited,2024/25,England,London,30.0,25.1,31.2,23,2.7,2.3,156.5,,,,,HESA table-14
10042570,Escape Studios,2019/20,England,London,-57.0,53.7,-298.4,10,389.8,1.4,,,,,,HESA table-14
10042570,Escape Studios,2020/21,England,London,-64.9,61.0,-346.3,-64,418.1,0.8,3.2,,,,,HESA table-14
10042570,Escape Studios,2021/22,England,London,-67.5,68.9,-196.6,-39,16.6,1.4,18.1,,,,,HESA table-14
10042570,Escape Studios,2022/23,England,London,-78.8,102.8,166.2,426,0.0,3.2,0.0,,,,,HESA table-14
10042570,Escape Studios,2023/24,England,London,-56.7,88.4,23.4,41,85.5,1.1,-924.5,,,,,HESA table-14
10042570,Escape Studios,2024/25,England,London,-26.1,66.0,-5.5,46,85.8,1.1,-0.3,,,,,HESA table-14
10042679,International Business College Manchester Limited,2022/23,England,North West,-10.4,52.5,6.0,236,11.0,1.1,17.7,,,,,HESA table-14
10042679,International Business College Manchester Limited,2023/24,England,North West,6.3,30.3,5.4,48,2.9,1.1,-6.0,,,,,HESA table-14
10042679,International Business College Manchester Limited,2024/25,England,North West,5.0,23.4,7.8,16,1.2,1.1,-1.8,,,,,HESA table-14
10042737,UK Business College Ltd,2022/23,England,East of England,23.8,50.1,96.0,467,0.0,5.8,0.0,,,,,HESA table-14
10042737,UK Business College Ltd,2024/25,England,East of England,19.4,61.6,67.6,141,0.0,4.2,0.0,,,,,HESA table-14
10045289,St Nicholas Montessori Training Limited,2019/20,England,London,-59.2,66.2,-86.2,30,0.0,0.3,,,,,,HESA table-14
10045289,St Nicholas Montessori Training Limited,2020/21,England,London,26.5,30.9,-6.0,11,0.0,0.5,0.0,,,,,HESA table-14
10045476,Met Film School Limited,2019/20,England,London,10.8,46.5,71.4,58,0.0,1.5,,,,,,HESA table-14
10045476,Met Film School Limited,2020/21,England,London,5.3,41.2,62.8,238,16.0,1.8,0.0,,,,,HESA table-14
10045476,Met Film School Limited,2021/22,England,London,3.9,46.8,53.0,100,12.5,1.5,-19.8,,,,,HESA table-14
10045476,Met Film School Limited,2022/23,England,London,0.9,46.6,46.4,75,8.6,1.4,2.4,,,,,HESA table-14
