ukprn,provider_name,academic_year,country,region,surplus_vs_income,staff_vs_income,unrestricted_vs_income,net_liquidity_days,external_borrowing_vs_income,current_ratio,debt_service_ratio,avg_salary,academic_salary,vc_avg_salary,vc_avg_remunerate,data_source
10007795,The University of Leeds,2024/25,England,Yorkshire and The Humber,-0.8,57.5,117.2,188,34.3,2.6,0.7,,,,,HESA table-14
10007796,The University of Leicester,2015/16,England,East Midlands,0.5,58.6,29.5,78,26.5,1.0,,,,,,HESA table-14
10007796,The University of Leicester,2016/17,England,East Midlands,1.7,58.2,26.2,62,24.9,0.9,,37.799,,7.355,6.181,HESA table-14
10007796,The University of Leicester,2017/18,England,East Midlands,0.6,55.6,28.2,47,22.2,0.7,,39.246,45.204,7.262,6.43,HESA table-14
10007796,The University of Leicester,2018/19,England,East Midlands,-14.6,71.5,11.5,73,37.9,1.1,,40.22,45.132,6.663,5.56,HESA table-14
10007796,The University of Leicester,2019/20,England,East Midlands,10.0,48.1,17.3,57,37.6,0.7,,41.281,45.602,5.911,5.735,HESA table-14
10007796,The University of Leicester,2020/21,England,East Midlands,2.4,58.9,25.8,121,57.6,0.7,4.8,41.947,44.939,5.96,5.612,HESA table-14
10007796,The University of Leicester,2021/22,England,East Midlands,-17.5,74.1,14.9,48,37.6,0.5,0.7,41.242,45.021,6.159,5.766,HESA table-14
10007796,The University of Leicester,2022/23,England,East Midlands,3.0,52.0,16.6,40,32.9,0.5,2.1,42.001,47.571,6.857,5.771,HESA table-14
10007796,The University of Leicester,2023/24,England,East Midlands,22.4,31.5,37.6,45,30.8,0.4,2.7,,,,,HESA table-14
10007796,The University of Leicester,2024/25,England,East Midlands,-1.4,58.0,36.5,36,31.7,0.5,2.1,,,,,HESA table-14
10007797,University of London (Institutes and activities),2015/16,England,London,-2.4,41.6,363.7,127,33.2,1.9,,,,,,HESA table-14
10007797,University of London (Institutes and activities),2016/17,England,London,-0.3,34.9,323.2,105,28.7,1.8,,44.247,,3.955,2.974,HESA table-14
10007797,University of London (Institutes and activities),2017/18,England,London,1.3,34.9,322.5,98,28.8,1.8,,45.557,76.059,3.688,2.761,HESA table-14
10007797,University of London (Institutes and activities),2018/19,England,London,-12.3,47.5,313.0,61,28.6,1.4,,45.5,76.079,5.143,3.809,HESA table-14
10007797,University of London (Institutes and activities),2019/20,England,London,-4.8,31.7,384.9,86,47.8,1.2,,44.106,73.718,6.575,5.096,HESA table-14
10007797,University of London (Institutes and activities),2020/21,England,London,-3.8,34.8,352.3,145,44.3,1.8,-0.5,46.024,76.712,5.867,4.645,HESA table-14
10007797,University of London (Institutes and activities),2021/22,England,London,-13.8,46.8,316.4,73,29.9,1.2,-0.1,39.729,66.0,7.652,6.033,HESA table-14
10007797,University of London (Institutes and activities),2022/23,England,London,5.9,26.1,326.3,223,24.4,2.6,0.4,44.559,84.263,6.822,5.424,HESA table-14
10007797,University of London (Institutes and activities),2023/24,England,London,14.7,17.2,323.3,194,22.8,2.1,-0.3,,,,,HESA table-14
10007797,University of London (Institutes and activities),2024/25,England,London,-2.4,33.3,317.7,131,22.1,1.4,2.1,,,,,HESA table-14
10007798,The University of Manchester,2015/16,England,North West,4.5,51.1,128.0,177,41.8,1.8,,,,,,HESA table-14
10007798,The University of Manchester,2016/17,England,North West,2.8,51.2,134.9,157,40.4,1.6,,37.396,,6.953,6.141,HESA table-14
10007798,The University of Manchester,2017/18,England,North West,2.8,50.7,136.1,121,38.1,1.2,,37.955,49.533,6.85,5.292,HESA table-14
10007798,The University of Manchester,2018/19,England,North West,-8.7,64.3,116.9,67,35.8,0.9,,38.738,51.842,6.712,5.076,HESA table-14
10007798,The University of Manchester,2019/20,England,North West,11.2,43.7,144.1,91,37.0,0.9,,39.6,52.983,6.237,4.723,HESA table-14
10007798,The University of Manchester,2020/21,England,North West,5.6,52.7,147.2,129,35.8,1.0,11.8,40.557,52.469,6.214,4.515,HESA table-14
10007798,The University of Manchester,2021/22,England,North West,-8.2,67.1,129.5,120,32.4,1.1,9.3,40.953,52.585,6.349,4.679,HESA table-14
10007798,The University of Manchester,2022/23,England,North West,7.9,46.4,123.8,142,29.3,1.3,5.0,45.507,62.613,5.713,4.354,HESA table-14
10007798,The University of Manchester,2023/24,England,North West,25.0,28.7,145.7,193,28.9,1.5,5.0,,,,,HESA table-14
10007798,The University of Manchester,2024/25,England,North West,5.9,51.7,147.3,168,27.7,1.7,7.1,,,,,HESA table-14
10007799,Newcastle University,2015/16,England,North East,4.2,54.0,62.0,232,26.3,3.3,,,,,,HESA table-14
10007799,Newcastle University,2016/17,England,North East,3.9,55.1,71.3,184,25.4,2.2,,36.581,,8.174,7.381,HESA table-14
10007799,Newcastle University,2017/18,England,North East,2.3,55.8,74.6,134,24.6,1.8,,37.585,47.963,8.275,7.391,HESA table-14
10007799,Newcastle University,2018/19,England,North East,-9.0,68.0,56.1,78,22.3,1.3,,39.499,49.752,8.026,7.149,HESA table-14
10007799,Newcastle University,2019/20,England,North East,10.7,49.6,66.4,113,23.0,1.3,,39.223,49.845,7.904,6.942,HESA table-14
10007799,Newcastle University,2020/21,England,North East,1.1,60.4,73.9,152,23.5,1.3,20.5,39.39,50.109,8.2,7.059,HESA table-14
10007799,Newcastle University,2021/22,England,North East,-14.5,73.3,67.9,131,22.5,1.4,5.2,39.265,50.102,8.354,7.174,HESA table-14
10007799,Newcastle University,2022/23,England,North East,5.8,51.9,61.5,147,19.4,1.3,4.5,41.841,52.7,8.15,7.044,HESA table-14
10007799,Newcastle University,2023/24,England,North East,22.3,33.8,81.2,151,17.9,1.2,0.5,,,,,HESA table-14
10007799,Newcastle University,2024/25,England,North East,-0.4,58.7,82.2,115,17.3,1.2,3.9,,,,,HESA table-14
10007800,The University of the West of Scotland,2015/16,Scotland,Scotland,-3.7,65.1,41.0,65,25.7,1.1,,,,,,HESA table-14
10007800,The University of the West of Scotland,2016/17,Scotland,Scotland,-1.0,64.0,41.7,67,23.8,1.2,,38.787,,5.749,5.147,HESA table-14
10007800,The University of the West of Scotland,2017/18,Scotland,Scotland,-3.0,65.8,77.8,56,84.8,1.0,,42.706,,5.292,4.795,HESA table-14
10007800,The University of the West of Scotland,2018/19,Scotland,Scotland,-7.0,62.2,51.5,54,83.6,0.9,,45.065,55.525,5.126,4.362,HESA table-14
10007800,The University of the West of Scotland,2019/20,Scotland,Scotland,-1.8,58.5,20.2,94,84.4,1.3,,44.911,54.534,5.255,4.837,HESA table-14
10007800,The University of the West of Scotland,2020/21,Scotland,Scotland,1.3,58.8,47.4,109,66.8,1.2,1.3,44.707,55.789,5.279,4.828,HESA table-14
10007800,The University of the West of Scotland,2021/22,Scotland,Scotland,6.9,51.4,99.0,168,53.5,1.6,5.1,44.954,50.298,5.05,4.745,HESA table-14
10007800,The University of the West of Scotland,2022/23,Scotland,Scotland,0.6,53.6,78.8,193,48.8,1.6,3.8,,,,,HESA table-14
10007800,The University of the West of Scotland,2023/24,Scotland,Scotland,-9.1,56.7,67.6,143,47.5,1.5,-1.8,,,,,HESA table-14
10007800,The University of the West of Scotland,2024/25,Scotland,Scotland,-5.5,58.7,65.3,173,48.7,1.4,2.8,,,,,HESA table-14
10007801,University of Plymouth,2015/16,England,South West,2.9,56.0,27.2,140,25.5,2.0,,,,,,HESA table-14
10007801,University of Plymouth,2016/17,England,South West,1.2,57.2,29.0,151,23.3,2.4,,41.573,,5.605,5.002,HESA table-14
10007801,University of Plymouth,2017/18,England,South West,1.2,59.7,46.9,180,22.8,2.7,,40.117,54.143,5.883,5.091,HESA table-14
10007801,University of Plymouth,2018/19,England,South West,-5.5,58.7,39.6,182,22.7,2.6,,39.39,54.041,6.118,5.709,HESA table-14
10007801,University of Plymouth,2019/20,England,South West,1.6,57.7,-0.6,240,23.2,3.0,,40.554,55.551,6.066,5.586,HESA table-14
10007801,University of Plymouth,2020/21,England,South West,3.2,59.9,4.8,264,22.3,3.1,9.3,40.5,56.367,6.074,5.6,HESA table-14
10007801,University of Plymouth,2021/22,England,South West,-0.1,62.1,106.7,244,20.7,2.7,8.8,41.58,58.882,6.109,5.757,HESA table-14
10007801,University of Plymouth,2022/23,England,South West,5.1,55.7,135.6,201,18.5,2.1,6.4,43.998,65.342,6.023,5.704,HESA table-14
10007801,University of Plymouth,2023/24,England,South West,8.6,51.0,137.3,165,15.9,2.2,3.6,,,,,HESA table-14
10007801,University of Plymouth,2024/25,England,South West,0.0,57.1,142.3,155,15.5,2.0,5.4,,,,,HESA table-14
10007802,The University of Reading,2015/16,England,South East,16.2,46.0,55.8,158,41.9,2.0,,,,,,HESA table-14
10007802,The University of Reading,2016/17,England,South East,-4.2,55.7,67.4,111,48.8,1.4,,35.608,,7.302,6.702,HESA table-14
10007802,The University of Reading,2017/18,England,South East,-10.0,55.2,78.3,147,59.2,1.7,,37.213,110.934,7.121,6.57,HESA table-14
10007802,The University of Reading,2018/19,England,South East,-21.7,77.1,52.8,148,57.4,1.8,,37.506,113.839,5.732,4.96,HESA table-14
10007802,The University of Reading,2019/20,England,South East,9.8,44.5,58.9,170,57.3,2.2,,37.976,77.513,5.24,4.654,HESA table-14
10007802,The University of Reading,2020/21,England,South East,-1.7,58.5,116.8,193,56.4,2.2,0.3,38.464,74.297,5.174,4.469,HESA table-14
10007802,The University of Reading,2021/22,England,South East,-28.3,82.2,108.6,138,46.9,1.7,0.3,39.085,73.407,5.143,4.597,HESA table-14
10007802,The University of Reading,2022/23,England,South East,-2.1,54.3,105.5,140,42.8,1.5,0.2,40.941,74.693,5.129,4.523,HESA table-14
10007802,The University of Reading,2023/24,England,South East,23.5,27.8,121.0,161,41.1,1.3,-0.2,,,,,HESA table-14
10007802,The University of Reading,2024/25,England,South East,-3.7,57.7,106.7,137,45.0,1.5,0.1,,,,,HESA table-14
10007803,The University of St. Andrews,2015/16,Scotland,Scotland,3.9,52.9,90.0,69,47.1,0.9,,,,,,HESA table-14
10007803,The University of St. Andrews,2016/17,Scotland,Scotland,5.1,51.5,96.8,76,45.2,1.0,,37.584,,6.146,5.71,HESA table-14
10007803,The University of St. Andrews,2017/18,Scotland,Scotland,9.4,49.9,98.5,93,46.6,1.3,,39.603,,6.287,5.88,HESA table-14
10007803,The University of St. Andrews,2018/19,Scotland,Scotland,-10.6,69.2,75.2,78,46.0,1.1,,40.038,51.215,6.494,5.997,HESA table-14
10007803,The University of St. Andrews,2019/20,Scotland,Scotland,11.9,44.4,74.9,61,49.2,0.7,,40.505,51.562,6.32,5.732,HESA table-14
10007803,The University of St. Andrews,2020/21,Scotland,Scotland,14.0,51.7,82.2,81,39.9,0.9,2.4,40.539,51.284,6.562,5.894,HESA table-14
10007803,The University of St. Andrews,2021/22,Scotland,Scotland,-7.9,66.7,76.2,49,35.3,0.9,3.1,41.052,50.593,7.43,6.636,HESA table-14
10007803,The University of St. Andrews,2022/23,Scotland,Scotland,6.8,46.5,92.4,34,34.1,0.8,0.5,43.699,54.003,7.575,6.776,HESA table-14
10007803,The University of St. Andrews,2023/24,Scotland,Scotland,20.6,30.9,112.1,31,38.6,0.7,1.3,,,,,HESA table-14
10007803,The University of St. Andrews,2024/25,Scotland,Scotland,6.1,51.4,105.1,27,31.9,0.8,1.0,,,,,HESA table-14
10007804,The University of Stirling,2015/16,Scotland,Scotland,-2.2,58.5,131.6,204,61.6,3.1,,,,,,HESA table-14
10007804,The University of Stirling,2016/17,Scotland,Scotland,0.0,59.8,130.8,189,59.2,2.9,,39.239,,6.855,5.588,HESA table-14
10007804,The University of Stirling,2017/18,Scotland,Scotland,-0.8,58.0,132.1,205,66.0,2.9,,39.164,,6.996,5.679,HESA table-14
10007804,The University of Stirling,2018/19,Scotland,Scotland,-25.3,84.1,100.1,126,63.4,2.5,,40.216,76.003,6.962,5.634,HESA table-14
10007804,The University of Stirling,2019/20,Scotland,Scotland,10.4,51.6,105.3,148,71.5,1.9,,41.999,79.301,6.929,5.505,HESA table-14
10007804,The University of Stirling,2020/21,Scotland,Scotland,9.3,56.2,120.6,271,82.8,1.7,9.4,43.204,43.26,6.735,5.357,HESA table-14
10007804,The University of Stirling,2021/22,Scotland,Scotland,-8.6,71.6,83.7,192,66.4,1.8,1.9,41.445,46.808,7.118,5.968,HESA table-14
10007804,The University of Stirling,2022/23,Scotland,Scotland,10.9,46.2,81.0,196,60.1,2.1,0.7,42.138,40.976,8.614,7.207,HESA table-14
10007804,The University of Stirling,2023/24,Scotland,Scotland,31.2,25.8,105.6,250,60.6,2.1,2.8,,,,,HESA table-14
10007804,The University of Stirling,2024/25,Scotland,Scotland,0.7,53.1,111.1,147,61.0,2.1,1.7,,,,,HESA table-14
10007805,The University of Strathclyde,2015/16,Scotland,Scotland,2.5,54.9,98.7,169,33.5,2.1,,,,,,HESA table-14
10007805,The University of Strathclyde,2016/17,Scotland,Scotland,1.4,55.2,98.6,188,31.0,1.8,,37.191,,8.04,7.8,HESA table-14
10007805,The University of Strathclyde,2017/18,Scotland,Scotland,0.1,57.2,103.9,145,29.0,1.5,,38.212,,7.956,7.687,HESA table-14
10007805,The University of Strathclyde,2018/19,Scotland,Scotland,-20.4,77.8,79.3,112,28.1,1.6,,38.537,62.131,8.044,7.67,HESA table-14
10007805,The University of Strathclyde,2019/20,Scotland,Scotland,10.8,48.3,84.4,174,33.5,1.4,,39.286,59.568,8.044,7.715,HESA table-14
10007805,The University of Strathclyde,2020/21,Scotland,Scotland,-2.8,61.2,86.5,170,36.0,1.2,3.4,39.772,54.301,7.945,7.165,HESA table-14
10007805,The University of Strathclyde,2021/22,Scotland,Scotland,-34.2,91.7,45.7,140,32.0,1.1,4.9,40.607,43.035,7.905,7.113,HESA table-14
10007805,The University of Strathclyde,2022/23,Scotland,Scotland,17.5,42.2,74.0,145,11.3,1.0,0.1,42.009,44.112,7.855,8.338,HESA table-14
10007805,The University of Strathclyde,2023/24,Scotland,Scotland,35.7,19.7,120.1,219,15.0,1.0,-1.7,,,,,HESA table-14
10007805,The University of Strathclyde,2024/25,Scotland,Scotland,-2.2,57.2,111.1,191,13.9,1.3,1.1,,,,,HESA table-14
10007806,The University of Sussex,2015/16,England,South East,6.2,47.8,130.6,119,34.6,2.0,,,,,,HESA table-14
10007806,The University of Sussex,2016/17,England,South East,5.7,47.4,121.7,148,30.6,2.2,,41.216,,6.939,10.416,HESA table-14
10007806,The University of Sussex,2017/18,England,South East,1.2,49.6,121.4,269,66.3,3.4,,39.992,51.333,7.351,5.915,HESA table-14
10007806,The University of Sussex,2018/19,England,South East,-6.3,62.1,103.7,256,59.5,3.6,,41.917,53.153,7.157,5.7,HESA table-14
10007806,The University of Sussex,2019/20,England,South East,11.9,44.5,110.6,373,57.7,3.2,,45.209,55.599,6.746,5.507,HESA table-14
10007806,The University of Sussex,2020/21,England,South East,6.7,51.3,122.2,377,59.3,3.4,2.5,44.142,55.59,6.456,5.234,HESA table-14
10007806,The University of Sussex,2021/22,England,South East,-9.0,66.4,105.4,317,54.5,3.0,2.8,45.612,56.64,5.021,3.994,HESA table-14
10007806,The University of Sussex,2022/23,England,South East,9.6,43.1,104.1,351,49.1,3.2,1.3,45.476,57.478,6.883,6.555,HESA table-14
10007806,The University of Sussex,2023/24,England,South East,23.6,29.4,126.8,170,49.0,1.7,1.0,,,,,HESA table-14
10007806,The University of Sussex,2024/25,England,South East,-7.7,61.1,131.1,92,52.5,1.3,0.6,,,,,HESA table-14
10007807,Ulster University,2015/16,Northern Ireland,Northern Ireland,-1.9,59.8,134.1,280,41.2,3.8,,,,,,HESA table-14
10007807,Ulster University,2016/17,Northern Ireland,Northern Ireland,6.4,53.8,132.0,267,38.1,3.6,,40.929,,6.352,5.984,HESA table-14
10007807,Ulster University,2017/18,Northern Ireland,Northern Ireland,5.1,53.5,140.2,231,37.1,3.4,,42.93,,6.313,6.426,HESA table-14
10007807,Ulster University,2018/19,Northern Ireland,Northern Ireland,-14.8,74.7,113.3,139,33.0,2.6,,43.255,53.828,6.589,6.213,HESA table-14
10007807,Ulster University,2019/20,Northern Ireland,Northern Ireland,8.4,52.0,112.7,77,30.8,1.2,,43.703,54.527,6.75,6.788,HESA table-14
10007807,Ulster University,2020/21,Northern Ireland,Northern Ireland,6.9,57.2,122.9,178,58.8,2.5,0.7,43.098,54.317,5.754,5.382,HESA table-14
10007807,Ulster University,2021/22,Northern Ireland,Northern Ireland,-15.8,76.8,118.7,143,62.1,2.5,36.9,45.185,56.9,5.599,5.243,HESA table-14
10007807,Ulster University,2022/23,Northern Ireland,Northern Ireland,4.4,49.9,123.2,197,57.1,2.3,34.7,46.794,58.976,5.62,5.278,HESA table-14
10007807,Ulster University,2023/24,Northern Ireland,Northern Ireland,24.9,27.9,146.4,268,54.7,2.3,9.2,,,,,HESA table-14
10007807,Ulster University,2024/25,Northern Ireland,Northern Ireland,-7.1,57.6,142.2,147,50.5,2.1,-1.1,,,,,HESA table-14
10007810,Birmingham Christian College,2023/24,England,West Midlands,-0.7,33.4,24.7,18,0.0,3.8,0.0,,,,,HESA table-14
10007810,Birmingham Christian College,2024/25,England,West Midlands,19.7,27.4,45.3,41,0.0,7.2,0.0,,,,,HESA table-14
10007811,Lincoln Bishop University,2015/16,England,East Midlands,8.9,55.3,124.5,284,0.0,6.4,,,,,,HESA table-14
10007811,Lincoln Bishop University,2016/17,England,East Midlands,3.1,56.9,124.0,191,0.0,4.3,,31.944,,4.946,5.087,HESA table-14
10007811,Lincoln Bishop University,2017/18,England,East Midlands,0.0,59.4,120.0,167,0.0,4.7,,31.958,48.891,5.883,5.514,HESA table-14
10007811,Lincoln Bishop University,2018/19,England,East Midlands,-6.9,65.7,105.8,176,0.0,5.9,,32.081,42.975,5.985,5.849,HESA table-14
10007811,Lincoln Bishop University,2019/20,England,East Midlands,-10.0,67.5,80.6,176,0.0,5.0,,34.113,40.808,5.716,5.68,HESA table-14
10007811,Lincoln Bishop University,2020/21,England,East Midlands,-17.8,71.8,65.1,137,0.0,3.8,0.0,36.411,47.845,5.355,5.383,HESA table-14
10007811,Lincoln Bishop University,2021/22,England,East Midlands,-23.3,79.3,124.5,90,0.0,3.6,0.0,39.19,49.863,5.052,5.013,HESA table-14
10007811,Lincoln Bishop University,2022/23,England,East Midlands,-13.2,68.9,132.5,75,0.0,2.1,0.0,41.098,55.388,4.964,7.89,HESA table-14
10007811,Lincoln Bishop University,2023/24,England,East Midlands,-15.4,72.0,100.1,30,0.0,0.9,0.0,,,,,HESA table-14
10007811,Lincoln Bishop University,2024/25,England,East Midlands,-29.5,74.4,64.1,58,10.7,0.9,-1.4,,,,,HESA table-14
10007814,Cardiff University,2015/16,Wales,Wales,5.3,55.4,132.2,328,61.0,4.4,,,,,,HESA table-14
10007814,Cardiff University,2016/17,Wales,Wales,-1.7,58.3,135.6,318,61.4,4.2,,40.709,,6.067,5.823,HESA table-14
10007814,Cardiff University,2017/18,Wales,Wales,-4.4,59.7,129.4,276,59.6,3.4,,42.299,,5.958,6.397,HESA table-14
10007814,Cardiff University,2018/19,Wales,Wales,-19.8,75.3,101.7,239,58.1,3.0,,42.22,55.475,6.087,5.77,HESA table-14
10007814,Cardiff University,2019/20,Wales,Wales,12.2,47.6,101.7,271,53.8,2.8,,44.12,56.361,6.097,5.2,HESA table-14
10007814,Cardiff University,2020/21,Wales,Wales,5.2,54.9,104.3,325,71.1,3.1,6.4,43.428,54.589,6.24,5.241,HESA table-14
10007814,Cardiff University,2021/22,Wales,Wales,-14.4,72.2,95.1,246,67.3,3.1,3.4,42.813,54.064,6.75,5.797,HESA table-14
10007814,Cardiff University,2022/23,Wales,Wales,3.9,50.1,99.2,276,66.8,2.9,2.0,44.377,56.982,6.783,7.062,HESA table-14
10007814,Cardiff University,2023/24,Wales,Wales,21.2,32.4,123.5,338,65.9,3.1,0.1,,,,,HESA table-14
10007814,Cardiff University,2024/25,Wales,Wales,-9.0,59.1,120.8,236,69.9,3.0,-1.0,,,,,HESA table-14
10007816,The Royal Central School of Speech and Drama,2015/16,England,London,10.6,55.5,106.4,327,0.0,3.6,,,,,,HESA table-14
10007816,The Royal Central School of Speech and Drama,2016/17,England,London,15.3,49.5,100.5,321,0.0,2.9,,31.863,,5.555,5.223,HESA table-14
10007816,The Royal Central School of Speech and Drama,2017/18,England,London,7.9,54.2,117.4,366,45.5,3.8,,32.324,31.05,5.569,5.071,HESA table-14
10007816,The Royal Central School of Speech and Drama,2018/19,England,London,4.1,56.7,114.3,308,44.1,3.5,,33.012,32.629,5.543,5.152,HESA table-14
10007816,The Royal Central School of Speech and Drama,2019/20,England,London,0.5,60.7,89.4,309,42.8,3.4,,37.243,37.7,6.041,5.508,HESA table-14
10007816,The Royal Central School of Speech and Drama,2020/21,England,London,-7.0,67.2,85.6,339,42.9,3.2,3.9,39.009,31.6,3.512,3.983,HESA table-14
